algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo_ms
Balde,15000000,1,3,29999999,74999999,575.869618
Radixsort C.,15000000,1,3,0,270000000,1313.522233
Radixsort B.,15000000,1,3,0,270000000,14143.389059
Shellsort,15000000,2,1,386083260,670356148,308.113953
Mergesort,15000000,2,1,181381120,716445568,361.136850
Quicksort,15000000,2,1,698205527,1394956099,1276.656298
Heapsort,15000000,2,1,637269310,1000903962,1218.951064
Contagem,15000000,2,1,14999999,30000000,102.141019
Balde,15000000,2,1,29999999,60000000,532.272507
Radixsort C.,15000000,2,1,0,270000000,1587.562221
Radixsort B.,15000000,2,1,0,270000000,18661.196952
Shellsort,15000000,2,2,386083260,670356148,314.184557
Mergesort,15000000,2,2,181381120,716445568,358.168249
Quicksort,15000000,2,2,725830488,1433330032,1297.925131
Heapsort,15000000,2,2,637269310,1000903962,1206.240639
Contagem,15000000,2,2,14999999,30000000,100.936439
Balde,15000000,2,2,29999999,60000000,556.111208
Radixsort C.,15000000,2,2,0,270000000,1589.644447
Radixsort B.,15000000,2,2,0,270000000,18742.427852
Shellsort,15000000,2,3,386083260,670356148,307.065821
Mergesort,15000000,2,3,181381120,716445568,360.949812
Quicksort,15000000,2,3,694187400,1389343740,1305.573904
Heapsort,15000000,2,3,637269310,1000903962,1225.946038
Contagem,15000000,2,3,14999999,30000000,102.004058
Balde,15000000,2,3,29999999,60000000,546.052716
Radixsort C.,15000000,2,3,0,270000000,1590.745869
Radixsort B.,15000000,2,3,0,270000000,18897.235849
Shellsort,15000000,3,1,493194827,776342709,1403.411554
Mergesort,15000000,3,1,290436211,654075934,1116.290066
Quicksort,15000000,3,1,504285534,953673594,1323.623539
Heapsort,15000000,3,1,647184916,1015777371,2782.888932
Contagem,15000000,3,1,14999999,30000001,805.132848
Balde,15000000,3,1,30250612,60250614,5390.051017
Radixsort C.,15000000,3,1,0,270000000,1414.318428
Radixsort B.,15000000,3,1,0,270000000,19005.545810
Shellsort,15000000,3,2,493231550,776383359,1426.388604
Mergesort,15000000,3,2,290445234,654086936,1119.753644
Quicksort,15000000,3,2,487718099,937460338,1350.812044
Heapsort,15000000,3,2,647196788,1015795179,2769.964229
Contagem,15000000,3,2,14999999,30000001,830.997762
Balde,15000000,3,2,30182346,60182348,5337.746385
Radixsort C.,15000000,3,2,0,270000000,1408.534460
Radixsort B.,15000000,3,2,0,270000000,18958.515083
Shellsort,15000000,3,3,493115680,776265580,1422.748603
Mergesort,15000000,3,3,290434535,654073467,1118.314671
Quicksort,15000000,3,3,468186685,920701835,1333.134882
Heapsort,15000000,3,3,647163350,1015745022,2785.877928
Contagem,15000000,3,3,14999999,30000000,805.919628
Balde,15000000,3,3,30182202,60182203,5403.038860
Radixsort C.,15000000,3,3,0,270000000,1404.029455
Radixsort B.,15000000,3,3,0,270000000,19009.843243
Shellsort,16000000,1,1,296428366,592856732,252.297830
Mergesort,16000000,1,1,190159872,573382656,313.712280
Quicksort,16000000,1,1,729523184,1497916871,1414.364035
Heapsort,16000000,1,1,730625022,1143937530,1198.845675
Contagem,16000000,1,1,15999999,47999999,103.694605
Balde,16000000,1,1,31999999,79999999,617.338129
Radixsort C.,16000000,1,1,0,288000000,1401.636289
Radixsort B.,16000000,1,1,0,288000000,9394.526326
Shellsort,16000000,1,2,296428366,592856732,252.114422
Mergesort,16000000,1,2,190159872,573382656,314.639723
Quicksort,16000000,1,2,736036016,1459259636,1386.594227
Heapsort,16000000,1,2,730625022,1143937530,1187.350864
Contagem,16000000,1,2,15999999,47999999,103.848049
Balde,16000000,1,2,31999999,79999999,621.518575
Radixsort C.,16000000,1,2,0,288000000,1405.711969
Radixsort B.,16000000,1,2,0,288000000,9384.797632
Shellsort,16000000,1,3,296428366,592856732,251.995130
Mergesort,16000000,1,3,190159872,573382656,312.980046
Quicksort,16000000,1,3,745946881,1499169458,1407.484303
Heapsort,16000000,1,3,730625022,1143937530,1190.498962
Contagem,16000000,1,3,15999999,47999999,103.700960
Balde,16000000,1,3,31999999,79999999,616.392527
Radixsort C.,16000000,1,3,0,288000000,1406.898180
Radixsort B.,16000000,1,3,0,288000000,9313.182840
Shellsort,16000000,2,1,403717524,707581538,308.990411
Mergesort,16000000,2,1,193062912,766445568,418.894397
Quicksort,16000000,2,1,745429977,1471606014,1392.917871
Heapsort,16000000,2,1,682426530,1071639792,1295.189316
Contagem,16000000,2,1,15999999,32000000,106.838582
Balde,16000000,2,1,31999999,64000000,587.727472
Radixsort C.,16000000,2,1,0,288000000,1693.192311
Radixsort B.,16000000,2,1,0,288000000,11927.690091
Shellsort,16000000,2,2,403717524,707581538,323.282290
Mergesort,16000000,2,2,193062912,766445568,387.693069
Quicksort,16000000,2,2,733501295,1483661023,1433.108467
Heapsort,16000000,2,2,682426530,1071639792,1290.442794
Contagem,16000000,2,2,15999999,32000000,109.051134
Balde,16000000,2,2,31999999,64000000,595.439314
Radixsort C.,16000000,2,2,0,288000000,1691.101984
Radixsort B.,16000000,2,2,0,288000000,11993.448070
Shellsort,16000000,2,3,403717524,707581538,309.128910
Mergesort,16000000,2,3,193062912,766445568,384.694015
Quicksort,16000000,2,3,744059695,1480989402,1389.134413
Heapsort,16000000,2,3,682426530,1071639792,1290.881896
Contagem,16000000,2,3,15999999,32000000,108.382528
Balde,16000000,2,3,31999999,64000000,583.840298
Radixsort C.,16000000,2,3,0,288000000,1687.708808
Radixsort B.,16000000,2,3,0,288000000,11987.828302
Shellsort,16000000,3,1,515701300,819150768,1453.810735
Mergesort,16000000,3,1,304609937,693618511,1148.832865
Quicksort,16000000,3,1,473641394,929859122,1364.669431
Heapsort,16000000,3,1,687346742,1079020110,2998.538248
Contagem,16000000,3,1,15999999,32000000,825.957410
Balde,16000000,3,1,32163142,64163143,3958.452763
Radixsort C.,16000000,3,1,0,288000000,1514.035200
Radixsort B.,16000000,3,1,0,288000000,19497.810430
Shellsort,16000000,3,2,515296433,818747897,1451.237443
Mergesort,16000000,3,2,304596213,693603147,1149.438264
Quicksort,16000000,3,2,485414262,958019739,1358.402848
Heapsort,16000000,3,2,687369484,1079054223,2869.122956
Contagem,16000000,3,2,15999999,32000000,841.129309
Balde,16000000,3,2,32162610,64162611,5539.468611
Radixsort C.,16000000,3,2,0,288000000,1524.422443
Radixsort B.,16000000,3,2,0,288000000,19403.002006
Shellsort,16000000,3,3,515581586,819031077,1459.799412
Mergesort,16000000,3,3,304620673,693632225,1152.195382
Quicksort,16000000,3,3,466333774,912941230,1358.291100
Heapsort,16000000,3,3,687410272,1079115405,2846.045054
Contagem,16000000,3,3,15999999,32000002,814.369011
Balde,16000000,3,3,35871097,67871100,5534.097274
Radixsort C.,16000000,3,3,0,288000000,1503.187554
Radixsort B.,16000000,3,3,0,288000000,19490.036778
Shellsort,17000000,1,1,316428366,632856732,248.244708
Mergesort,17000000,1,1,203493248,611938816,337.102100
Quicksort,17000000,1,1,796598124,1603602282,1503.405674
Heapsort,17000000,1,1,778898750,1219348122,1297.468988
Contagem,17000000,1,1,16999999,50999999,109.297749
Balde,17000000,1,1,33999999,84999999,674.363303
Radixsort C.,17000000,1,1,0,306000000,1483.478453
Radixsort B.,17000000,1,1,0,306000000,16191.153130
Shellsort,17000000,1,2,316428366,632856732,266.159616
Mergesort,17000000,1,2,203493248,611938816,336.562215
Quicksort,17000000,1,2,834171800,1648559970,1495.195084
Heapsort,17000000,1,2,778898750,1219348122,1269.983859
Contagem,17000000,1,2,16999999,50999999,109.615255
Balde,17000000,1,2,33999999,84999999,659.613954
Radixsort C.,17000000,1,2,0,306000000,1496.507083
Radixsort B.,17000000,1,2,0,306000000,16209.496175
Shellsort,17000000,1,3,316428366,632856732,271.556724
Mergesort,17000000,1,3,203493248,611938816,336.763084
Quicksort,17000000,1,3,774599227,1580366702,1477.561014
Heapsort,17000000,1,3,778898750,1219348122,1268.400102
Contagem,17000000,1,3,16999999,50999999,109.703466
Balde,17000000,1,3,33999999,84999999,654.858352
Radixsort C.,17000000,1,3,0,306000000,1494.644024
Radixsort B.,17000000,1,3,0,306000000,16160.585556
Shellsort,17000000,2,1,431692853,755947446,346.642568
Mergesort,17000000,2,1,204952320,816891136,413.299982
Quicksort,17000000,2,1,811758649,1638120286,1521.838047
Heapsort,17000000,2,1,727681638,1142522454,1377.613062
Contagem,17000000,2,1,16999999,34000000,114.914793
Balde,17000000,2,1,33999999,68000000,613.090984
Radixsort C.,17000000,2,1,0,306000000,1806.155694
Radixsort B.,17000000,2,1,0,306000000,21325.073270
Shellsort,17000000,2,2,431692853,755947446,344.408434
Mergesort,17000000,2,2,204952320,816891136,412.716026
Quicksort,17000000,2,2,855482707,1691300453,1473.143313
Heapsort,17000000,2,2,727681638,1142522454,1405.183329
Contagem,17000000,2,2,16999999,34000000,114.849978
Balde,17000000,2,2,33999999,68000000,600.499430
Radixsort C.,17000000,2,2,0,306000000,1817.354371
Radixsort B.,17000000,2,2,0,306000000,21333.916426
Shellsort,17000000,2,3,431692853,755947446,345.642837
Mergesort,17000000,2,3,204952320,816891136,412.861649
Quicksort,17000000,2,3,871224144,1692539878,1482.644877
Heapsort,17000000,2,3,727681638,1142522454,1402.831858
Contagem,17000000,2,3,16999999,34000000,115.660644
Balde,17000000,2,3,33999999,68000000,622.052594
Radixsort C.,17000000,2,3,0,306000000,1819.830092
Radixsort B.,17000000,2,3,0,306000000,21328.027903
Shellsort,17000000,3,1,538547859,862390705,1490.632878
Mergesort,17000000,3,1,319147107,733592630,1202.250096
Quicksort,17000000,3,1,514343036,987380059,1379.021164
Heapsort,17000000,3,1,726898328,1141347489,2961.588921
Contagem,17000000,3,1,16999999,34000000,805.345170
Balde,17000000,3,1,34145499,68145500,5678.177686
Radixsort C.,17000000,3,1,0,306000000,1609.236562
Radixsort B.,17000000,3,1,0,306000000,19929.731572
Shellsort,17000000,3,2,538468743,862315508,1477.937538
Mergesort,17000000,3,2,319171963,733618792,1180.942919
Quicksort,17000000,3,2,495712299,948003201,1364.832165
Heapsort,17000000,3,2,726921618,1141382424,2963.427745
Contagem,17000000,3,2,16999999,34000000,834.593482
Balde,17000000,3,2,34145027,68145028,5748.466301
Radixsort C.,17000000,3,2,0,306000000,1607.190305
Radixsort B.,17000000,3,2,0,306000000,19790.969976
Shellsort,17000000,3,3,538436596,862282070,1492.660207
Mergesort,17000000,3,3,319148178,733593769,1205.873894
Quicksort,17000000,3,3,494889550,944143271,1367.937937
Heapsort,17000000,3,3,726865894,1141298838,2938.301490
Contagem,17000000,3,3,16999999,34000000,841.049060
Balde,17000000,3,3,34145283,68145284,5705.845802
Radixsort C.,17000000,3,3,0,306000000,1600.563543
Radixsort B.,17000000,3,3,0,306000000,19980.912713
Shellsort,18000000,1,1,336428366,672856732,264.318208
Mergesort,18000000,1,1,214689984,649135552,357.656510
Quicksort,18000000,1,1,863590962,1708282537,1601.914723
Heapsort,18000000,1,1,828784550,1297176822,1344.324270
Contagem,18000000,1,1,17999999,53999999,115.870523
Balde,18000000,1,1,35999999,89999999,696.814296
Radixsort C.,18000000,1,1,0,324000000,1570.284350
Radixsort B.,18000000,1,1,0,324000000,13173.193742
Shellsort,18000000,1,2,336428366,672856732,287.261524
Mergesort,18000000,1,2,214689984,649135552,358.734395
Quicksort,18000000,1,2,840376112,1693758992,1598.307199
Heapsort,18000000,1,2,828784550,1297176822,1363.832154
Contagem,18000000,1,2,17999999,53999999,116.193197
Balde,18000000,1,2,35999999,89999999,689.412627
Radixsort C.,18000000,1,2,0,324000000,1588.101687
Radixsort B.,18000000,1,2,0,324000000,13088.383675
Shellsort,18000000,1,3,336428366,672856732,287.485161
Mergesort,18000000,1,3,214689984,649135552,358.204428
Quicksort,18000000,1,3,855988135,1737668027,1614.435037
Heapsort,18000000,1,3,828784550,1297176822,1378.756809
Contagem,18000000,1,3,17999999,53999999,115.771416
Balde,18000000,1,3,35999999,89999999,692.557303
Radixsort C.,18000000,1,3,0,324000000,1586.600555
Radixsort B.,18000000,1,3,0,324000000,13137.969534
Shellsort,18000000,2,1,459000298,805479616,351.201143
Mergesort,18000000,2,1,219755584,868891136,436.490961
Quicksort,18000000,2,1,859077143,1720506847,1597.095634
Heapsort,18000000,2,1,773718534,1214577798,1496.829897
Contagem,18000000,2,1,17999999,36000000,120.632131
Balde,18000000,2,1,35999999,72000000,649.480311
Radixsort C.,18000000,2,1,0,324000000,1918.510465
Radixsort B.,18000000,2,1,0,324000000,16134.660997
Shellsort,18000000,2,2,459000298,805479616,367.898899
Mergesort,18000000,2,2,219755584,868891136,438.845853
Quicksort,18000000,2,2,845857508,1690915622,1559.049635
Heapsort,18000000,2,2,773718534,1214577798,1485.543567
Contagem,18000000,2,2,17999999,36000000,121.480093
Balde,18000000,2,2,35999999,72000000,635.618176
Radixsort C.,18000000,2,2,0,324000000,1913.929751
Radixsort B.,18000000,2,2,0,324000000,16160.941545
Shellsort,18000000,2,3,459000298,805479616,369.625554
Mergesort,18000000,2,3,219755584,868891136,436.649714
Quicksort,18000000,2,3,831723801,1663529048,1625.983278
Heapsort,18000000,2,3,773718534,1214577798,1485.778519
Contagem,18000000,2,3,17999999,36000000,123.580548
Balde,18000000,2,3,35999999,72000000,637.452180
Radixsort C.,18000000,2,3,0,324000000,1919.922759
Radixsort B.,18000000,2,3,0,324000000,16164.604805
Shellsort,18000000,3,1,553820661,897962900,1488.573211
Mergesort,18000000,3,1,329752692,769586257,1194.683598
Quicksort,18000000,3,1,478719975,925767658,1338.249336
Heapsort,18000000,3,1,763030240,1198545357,2937.646014
Contagem,18000000,3,1,17999999,36000000,850.987073
Balde,18000000,3,1,36121733,72121734,5704.260578
Radixsort C.,18000000,3,1,0,324000000,1683.795859
Radixsort B.,18000000,3,1,0,324000000,19824.111819
Shellsort,18000000,3,2,553877004,898019904,1487.618948
Mergesort,18000000,3,2,329719820,769547892,1194.631146
Quicksort,18000000,3,2,495530663,951314774,1330.298773
Heapsort,18000000,3,2,762992432,1198488645,2923.684912
Contagem,18000000,3,2,17999999,36000000,859.547085
Balde,18000000,3,2,36121002,72121003,5708.405823
Radixsort C.,18000000,3,2,0,324000000,1699.922510
Radixsort B.,18000000,3,2,0,324000000,19792.178747
Shellsort,18000000,3,3,553929586,898068259,1481.229722
Mergesort,18000000,3,3,329747101,769574044,1192.884724
Quicksort,18000000,3,3,486318993,950993819,1338.955378
Heapsort,18000000,3,3,763014176,1198521261,2924.880622
Contagem,18000000,3,3,17999999,36000000,831.981219
Balde,18000000,3,3,36122180,72122181,4060.941390
Radixsort C.,18000000,3,3,0,324000000,1693.776338
Radixsort B.,18000000,3,3,0,324000000,19791.529068
Shellsort,19000000,1,1,356428366,712856732,306.189712
Mergesort,19000000,1,1,226749376,687194944,374.674356
Quicksort,19000000,1,1,887923071,1818971622,1709.640518
Heapsort,19000000,1,1,878670398,1375005594,1458.898090
Contagem,19000000,1,1,18999999,56999999,122.298372
Balde,19000000,1,1,37999999,94999999,731.584106
Radixsort C.,19000000,1,1,0,342000000,1680.403381
Radixsort B.,19000000,1,1,0,342000000,18278.220513
Shellsort,19000000,1,2,356428366,712856732,306.719191
Mergesort,19000000,1,2,226749376,687194944,377.064589
Quicksort,19000000,1,2,909852972,1814794669,1666.206000
Heapsort,19000000,1,2,878670398,1375005594,1422.376969
Contagem,19000000,1,2,18999999,56999999,121.551473
Balde,19000000,1,2,37999999,94999999,731.440300
Radixsort C.,19000000,1,2,0,342000000,1665.774721
Radixsort B.,19000000,1,2,0,342000000,18218.411821
Shellsort,19000000,1,3,356428366,712856732,306.518602
Mergesort,19000000,1,3,226749376,687194944,374.409932
Quicksort,19000000,1,3,881164184,1773634711,1728.791855
Heapsort,19000000,1,3,878670398,1375005594,1459.393276
Contagem,19000000,1,3,18999999,56999999,122.672381
Balde,19000000,1,3,37999999,94999999,733.086566
Radixsort C.,19000000,1,3,0,342000000,1668.181716
Radixsort B.,19000000,1,3,0,342000000,18282.676558
Shellsort,19000000,2,1,485208950,851414986,386.593113
Mergesort,19000000,2,1,233696192,920891136,464.298135
Quicksort,19000000,2,1,906117277,1815527352,1664.598148
Heapsort,19000000,2,1,819774314,1286661468,1545.592029
Contagem,19000000,2,1,18999999,38000000,127.024081
Balde,19000000,2,1,37999999,76000000,703.452303
Radixsort C.,19000000,2,1,0,342000000,2018.479721
Radixsort B.,19000000,2,1,0,342000000,23636.638922
Shellsort,19000000,2,2,485208950,851414986,389.963801
Mergesort,19000000,2,2,233696192,920891136,459.662733
Quicksort,19000000,2,2,913553459,1786321657,1727.617726
Heapsort,19000000,2,2,819774314,1286661468,1573.863100
Contagem,19000000,2,2,18999999,38000000,129.755846
Balde,19000000,2,2,37999999,76000000,666.821250
Radixsort C.,19000000,2,2,0,342000000,2020.865064
Radixsort B.,19000000,2,2,0,342000000,23873.378483
Shellsort,19000000,2,3,485208950,851414986,388.758802
Mergesort,19000000,2,3,233696192,920891136,460.526410
Quicksort,19000000,2,3,910670849,1810050865,1699.546965
Heapsort,19000000,2,3,819774314,1286661468,1541.853620
Contagem,19000000,2,3,18999999,38000000,127.855141
Balde,19000000,2,3,37999999,76000000,690.899932
Radixsort C.,19000000,2,3,0,342000000,2026.539379
Radixsort B.,19000000,2,3,0,342000000,23884.647631
Shellsort,19000000,3,1,578865670,943310444,1517.931595
Mergesort,19000000,3,1,345123232,810668762,1229.323291
Quicksort,19000000,3,1,507098512,959703062,1370.420643
Heapsort,19000000,3,1,803301548,1261952319,3036.999115
Contagem,19000000,3,1,18999999,38000001,837.113134
Balde,19000000,3,1,38114341,76114343,5882.475578
Radixsort C.,19000000,3,1,0,342000000,1794.970427
Radixsort B.,19000000,3,1,0,342000000,20303.605529
Shellsort,19000000,3,2,578682124,943127257,1526.884754
Mergesort,19000000,3,2,345091995,810630094,1231.414945
Quicksort,19000000,3,2,490464026,940793187,1365.894056
Heapsort,19000000,3,2,803233006,1261849506,3013.725722
Contagem,19000000,3,2,18999999,38000000,854.582235
Balde,19000000,3,2,38114874,76114875,5875.987803
Radixsort C.,19000000,3,2,0,342000000,1793.534387
Radixsort B.,19000000,3,2,0,342000000,20405.904532
Shellsort,19000000,3,3,578671317,943109980,1513.965218
Mergesort,19000000,3,3,345086519,810625697,1232.628885
Quicksort,19000000,3,3,497814247,963914624,1372.926326
Heapsort,19000000,3,3,803240486,1261860726,3053.860792
Contagem,19000000,3,3,18999999,38000000,844.758414
Balde,19000000,3,3,38114249,76114250,5867.352569
Radixsort C.,19000000,3,3,0,342000000,1797.538899
Radixsort B.,19000000,3,3,0,342000000,20259.385348
Shellsort,20000000,1,1,376428366,752856732,325.683558
Mergesort,20000000,1,1,238869248,725314816,399.943649
Quicksort,20000000,1,1,975445242,1933541640,1766.853081
Heapsort,20000000,1,1,928556102,1452834150,1541.970117
Contagem,20000000,1,1,19999999,59999999,129.175591
Balde,20000000,1,1,39999999,99999999,770.628301
Radixsort C.,20000000,1,1,0,360000000,1753.987324
Radixsort B.,20000000,1,1,0,360000000,13158.699250
Shellsort,20000000,1,2,376428366,752856732,323.605453
Mergesort,20000000,1,2,238869248,725314816,399.048823
Quicksort,20000000,1,2,930518155,1900265163,1768.154324
Heapsort,20000000,1,2,928556102,1452834150,1533.580451
Contagem,20000000,1,2,19999999,59999999,129.190956
Balde,20000000,1,2,39999999,99999999,768.993489
Radixsort C.,20000000,1,2,0,360000000,1755.058924
Radixsort B.,20000000,1,2,0,360000000,13053.914258
Shellsort,20000000,1,3,376428366,752856732,324.143592
Mergesort,20000000,1,3,238869248,725314816,398.571446
Quicksort,20000000,1,3,939810185,1856568115,1759.864952
Heapsort,20000000,1,3,928556102,1452834150,1543.275690
Contagem,20000000,1,3,19999999,59999999,128.908372
Balde,20000000,1,3,39999999,99999999,768.197559
Radixsort C.,20000000,1,3,0,360000000,1766.595220
Radixsort B.,20000000,1,3,0,360000000,12982.482245
Shellsort,20000000,2,1,521040238,907856098,411.275797
Mergesort,20000000,2,1,247576320,972891136,486.735648
Quicksort,20000000,2,1,939177851,1865100255,1746.661784
Heapsort,20000000,2,1,866162014,1359243018,1623.163302
Contagem,20000000,2,1,19999999,40000000,135.482194
Balde,20000000,2,1,39999999,80000000,742.565293
Radixsort C.,20000000,2,1,0,360000000,2135.061384
Radixsort B.,20000000,2,1,0,360000000,16472.229578
Shellsort,20000000,2,2,521040238,907856098,409.467564
Mergesort,20000000,2,2,247576320,972891136,485.037140
Quicksort,20000000,2,2,979291807,1936923641,1807.715006
Heapsort,20000000,2,2,866162014,1359243018,1673.605784
Contagem,20000000,2,2,19999999,40000000,133.076804
Balde,20000000,2,2,39999999,80000000,712.211020
Radixsort C.,20000000,2,2,0,360000000,2140.267192
Radixsort B.,20000000,2,2,0,360000000,16482.334026
Shellsort,20000000,2,3,521040238,907856098,413.637883
Mergesort,20000000,2,3,247576320,972891136,490.460578
Quicksort,20000000,2,3,957190539,1905752754,1763.789144
Heapsort,20000000,2,3,866162014,1359243018,1698.202909
Contagem,20000000,2,3,19999999,40000000,135.317923
Balde,20000000,2,3,39999999,80000000,711.733783
Radixsort C.,20000000,2,3,0,360000000,2128.143306
Radixsort B.,20000000,2,3,0,360000000,16471.618733
Shellsort,20000000,3,1,598992204,983799458,1583.788541
Mergesort,20000000,3,1,358348446,849614155,1257.323580
Quicksort,20000000,3,1,485537143,948053671,1366.147795
Heapsort,20000000,3,1,839612964,1319419443,3269.308961
Contagem,20000000,3,1,19999999,40000000,858.523259
Balde,20000000,3,1,40098676,80098677,6132.137328
Radixsort C.,20000000,3,1,0,360000000,1879.855995
Radixsort B.,20000000,3,1,0,360000000,20601.018576
Shellsort,20000000,3,2,599054681,983857897,1554.759326
Mergesort,20000000,3,2,358332436,849600271,1258.759061
Quicksort,20000000,3,2,482888525,940507071,1373.124539
Heapsort,20000000,3,2,839559426,1319339136,3101.567738
Contagem,20000000,3,2,19999999,40000001,873.953436
Balde,20000000,3,2,40099009,80099011,6047.831177
Radixsort C.,20000000,3,2,0,360000000,1889.840802
Radixsort B.,20000000,3,2,0,360000000,20632.415673
Shellsort,20000000,3,3,598942521,983743808,1556.837221
Mergesort,20000000,3,3,358311102,849576393,1256.235358
Quicksort,20000000,3,3,515861297,970185245,1378.284252
Heapsort,20000000,3,3,839523700,1319285547,3081.590929
Contagem,20000000,3,3,19999999,40000000,876.999144
Balde,20000000,3,3,40099207,80099208,5979.544677
Radixsort C.,20000000,3,3,0,360000000,1897.627375
Radixsort B.,20000000,3,3,0,360000000,20711.788892
Shellsort,21000000,1,1,396428366,792856732,310.014308
Mergesort,21000000,1,1,251922112,764367680,411.712035
Quicksort,21000000,1,1,1006886028,1988646431,1876.158023
Heapsort,21000000,1,1,978441950,1530662922,1568.062160
Contagem,21000000,1,1,20999999,62999999,135.163500
Balde,21000000,1,1,41999999,104999999,806.374166
Radixsort C.,21000000,1,1,0,378000000,1867.936330
Radixsort B.,21000000,1,1,0,378000000,20405.279299
Shellsort,21000000,1,2,396428366,792856732,340.855387
Mergesort,21000000,1,2,251922112,764367680,413.345311
Quicksort,21000000,1,2,997648302,2027014869,1868.330802
Heapsort,21000000,1,2,978441950,1530662922,1581.923037
Contagem,21000000,1,2,20999999,62999999,134.921076
Balde,21000000,1,2,41999999,104999999,815.128272
Radixsort C.,21000000,1,2,0,378000000,1848.790720
Radixsort B.,21000000,1,2,0,378000000,20441.763124
Shellsort,21000000,1,3,396428366,792856732,336.439082
Mergesort,21000000,1,3,251922112,764367680,413.402931
Quicksort,21000000,1,3,994503469,2022303529,1841.816769
Heapsort,21000000,1,3,978441950,1530662922,1577.458820
Contagem,21000000,1,3,20999999,62999999,135.394820
Balde,21000000,1,3,41999999,104999999,808.855055
Radixsort C.,21000000,1,3,0,378000000,1857.760921
Radixsort B.,21000000,1,3,0,378000000,20576.698308
Shellsort,21000000,2,1,542218135,950860432,434.250472
Mergesort,21000000,2,1,260523456,1024891136,513.080382
Quicksort,21000000,2,1,1002041633,1981415001,1849.910720
Heapsort,21000000,2,1,912050274,1431075408,1704.034301
Contagem,21000000,2,1,20999999,42000000,142.284681
Balde,21000000,2,1,41999999,84000000,749.448727
Radixsort C.,21000000,2,1,0,378000000,2240.714312
Radixsort B.,21000000,2,1,0,378000000,26872.503970
Shellsort,21000000,2,2,542218135,950860432,433.746555
Mergesort,21000000,2,2,260523456,1024891136,514.694451
Quicksort,21000000,2,2,1004820968,2011090535,1885.081499
Heapsort,21000000,2,2,912050274,1431075408,1740.144815
Contagem,21000000,2,2,20999999,42000000,142.117127
Balde,21000000,2,2,41999999,84000000,752.066160
Radixsort C.,21000000,2,2,0,378000000,2232.996255
Radixsort B.,21000000,2,2,0,378000000,26348.561973
Shellsort,21000000,2,3,542218135,950860432,431.839425
Mergesort,21000000,2,3,260523456,1024891136,517.492566
Quicksort,21000000,2,3,985731510,1984223604,1835.629598
Heapsort,21000000,2,3,912050274,1431075408,1703.175861
Contagem,21000000,2,3,20999999,42000000,141.013959
Balde,21000000,2,3,41999999,84000000,765.446029
Radixsort C.,21000000,2,3,0,378000000,2252.985427
Radixsort B.,21000000,2,3,0,378000000,26681.224301
Shellsort,21000000,3,1,619352863,1024570508,1566.228644
Mergesort,21000000,3,1,371950328,888964142,1278.337626
Quicksort,21000000,3,1,490555590,952155850,1392.905649
Heapsort,21000000,3,1,874276564,1374414843,3094.279285
Contagem,21000000,3,1,20999999,42000002,878.104129
Balde,21000000,3,1,42091679,84091682,6090.596879
Radixsort C.,21000000,3,1,0,378000000,1979.479946
Radixsort B.,21000000,3,1,0,378000000,21059.654967
Shellsort,21000000,3,2,619610582,1024824708,1563.600806
Mergesort,21000000,3,2,371926336,888937504,1278.550647
Quicksort,21000000,3,2,493637734,947430654,1371.396626
Heapsort,21000000,3,2,874280784,1374421173,3111.680429
Contagem,21000000,3,2,20999999,42000001,882.063452
Balde,21000000,3,2,42091234,84091236,6112.161916
Radixsort C.,21000000,3,2,0,378000000,1974.037510
Radixsort B.,21000000,3,2,0,378000000,20949.500386
Shellsort,21000000,3,3,619303355,1024515797,1572.889700
Mergesort,21000000,3,3,371888384,888898947,1279.899593
Quicksort,21000000,3,3,539363236,1061445796,1373.211354
Heapsort,21000000,3,3,874221762,1374332640,3131.934445
Contagem,21000000,3,3,20999999,42000000,886.249694
Balde,21000000,3,3,42091717,84091718,6103.560556
Radixsort C.,21000000,3,3,0,378000000,1992.560819
Radixsort B.,21000000,3,3,0,378000000,21074.537577
Shellsort,22000000,1,1,416428366,832856732,356.478820
Mergesort,22000000,1,1,263939008,802384576,436.977835
Quicksort,22000000,1,1,1043701643,2087839250,1939.370159
Heapsort,22000000,1,1,1028327866,1608491796,1698.862575
Contagem,22000000,1,1,21999999,65999999,142.393495
Balde,22000000,1,1,43999999,109999999,848.651317
Radixsort C.,22000000,1,1,0,396000000,1940.516141
Radixsort B.,22000000,1,1,0,396000000,16895.872173
Shellsort,22000000,1,2,416428366,832856732,355.523788
Mergesort,22000000,1,2,263939008,802384576,435.567080
Quicksort,22000000,1,2,1023042229,2049824611,1996.695517
Heapsort,22000000,1,2,1028327866,1608491796,1657.300196
Contagem,22000000,1,2,21999999,65999999,142.587519
Balde,22000000,1,2,43999999,109999999,850.342004
Radixsort C.,22000000,1,2,0,396000000,1933.671119
Radixsort B.,22000000,1,2,0,396000000,16770.156529
Shellsort,22000000,1,3,416428366,832856732,356.929446
Mergesort,22000000,1,3,263939008,802384576,433.777076
Quicksort,22000000,1,3,1047769152,2111328180,1920.318698
Heapsort,22000000,1,3,1028327866,1608491796,1654.300723
Contagem,22000000,1,3,21999999,65999999,142.341462
Balde,22000000,1,3,43999999,109999999,847.834365
Radixsort C.,22000000,1,3,0,396000000,1953.093795
Radixsort B.,22000000,1,3,0,396000000,16958.975423
