algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo_ms
Balde,82000,2,2,163999,328000,3.236259
Radixsort C.,82000,2,2,0,1476000,5.647167
Radixsort B.,82000,2,2,0,1476000,13.047768
Bolha,82000,2,3,3361959000,10085877000,5686.274945
Bolha c/ F.,82000,2,3,3361959000,10085877000,5689.882314
Coquetel,82000,2,3,3361959000,10085877000,5640.896646
Selecao,82000,2,3,3361959000,123000,1542.005097
Insercao,82000,2,3,3361959000,3362122998,1573.565932
Shellsort,82000,2,3,1376851,2431364,1.224550
Mergesort,82000,2,3,689168,2689856,1.209913
Quicksort,82000,2,3,2609231,5105207,5.221037
Heapsort,82000,2,3,2247846,3617766,4.613456
Contagem,82000,2,3,81999,164000,0.276430
Balde,82000,2,3,163999,328000,3.279070
Radixsort C.,82000,2,3,0,1476000,6.815111
Radixsort B.,82000,2,3,0,1476000,13.094877
Bolha,82000,3,1,3361959000,5059474320,8592.441281
Bolha c/ F.,82000,3,1,3361753880,5059474320,8408.663098
Coquetel,82000,3,1,2528312472,5059474320,6576.252238
Selecao,82000,3,1,3361959000,245964,1518.432030
Insercao,82000,3,1,1686573430,1686655438,789.752002
Shellsort,82000,3,1,2038622,3066301,6.483819
Mergesort,82000,3,1,1236570,2625955,5.122972
Quicksort,82000,3,1,2523954,5032353,7.469130
Heapsort,82000,3,1,2370274,3801408,6.998486
Contagem,82000,3,1,81999,164007,2.499786
Balde,82000,3,1,167234,331242,4.809554
Radixsort C.,82000,3,1,0,1476000,6.987726
Radixsort B.,82000,3,1,0,1476000,19.630293
Bolha,82000,3,2,3361959000,5043639666,8598.325655
Bolha c/ F.,82000,3,2,3361953114,5043639666,8504.817535
Coquetel,82000,3,2,2527127909,5043639666,6545.154543
Selecao,82000,3,2,3361959000,245961,1526.914913
Insercao,82000,3,2,1681295213,1681377220,787.660833
Shellsort,82000,3,2,2045448,3073216,6.511180
Mergesort,82000,3,2,1236632,2626246,5.141057
Quicksort,82000,3,2,2471150,4897740,7.438713
Heapsort,82000,3,2,2370716,3802071,7.220463
Contagem,82000,3,2,81999,164008,2.283169
Balde,82000,3,2,167288,331297,4.665193
Radixsort C.,82000,3,2,0,1476000,6.030188
Radixsort B.,82000,3,2,0,1476000,19.305362
Bolha,82000,3,3,3361959000,5043014601,8538.003920
Bolha c/ F.,82000,3,3,3361778700,5043014601,8463.200679
Coquetel,82000,3,3,2518730289,5043014601,6563.404782
Selecao,82000,3,3,3361959000,245958,1526.958777
Insercao,82000,3,3,1681086852,1681168865,787.194075
Shellsort,82000,3,3,2041612,3069203,6.492685
Mergesort,82000,3,3,1236533,2626165,5.118785
Quicksort,82000,3,3,2512880,4968778,7.493235
Heapsort,82000,3,3,2371032,3802545,6.996422
Contagem,82000,3,3,81999,164005,2.320769
Balde,82000,3,3,167254,331260,4.955197
Radixsort C.,82000,3,3,0,1476000,5.986194
Radixsort B.,82000,3,3,0,1476000,19.240270
Bolha,86000,1,1,3697957000,0,1731.643965
Bolha c/ F.,86000,1,1,85999,0,0.024827
Coquetel,86000,1,1,85999,0,0.044995
Selecao,86000,1,1,3697957000,0,1673.152150
Insercao,86000,1,1,85999,171998,0.040957
Shellsort,86000,1,1,1037427,2074854,0.733027
Mergesort,86000,1,1,687936,2104864,1.078396
Quicksort,86000,1,1,2701343,5310374,5.542902
Heapsort,86000,1,1,2628894,4201338,4.741196
Contagem,86000,1,1,85999,257999,0.295655
Balde,86000,1,1,171999,429999,2.383457
Radixsort C.,86000,1,1,0,1548000,6.876687
Radixsort B.,86000,1,1,0,1548000,15.689070
Bolha,86000,1,2,3697957000,0,1731.151915
Bolha c/ F.,86000,1,2,85999,0,0.025148
Coquetel,86000,1,2,85999,0,0.046778
Selecao,86000,1,2,3697957000,0,1673.297294
Insercao,86000,1,2,85999,171998,0.040937
Shellsort,86000,1,2,1037427,2074854,0.733468
Mergesort,86000,1,2,687936,2104864,1.075831
Quicksort,86000,1,2,2738917,5312223,5.867331
Heapsort,86000,1,2,2628894,4201338,4.753939
Contagem,86000,1,2,85999,257999,0.291337
Balde,86000,1,2,171999,429999,2.400038
Radixsort C.,86000,1,2,0,1548000,5.941130
Radixsort B.,86000,1,2,0,1548000,15.522808
Bolha,86000,1,3,3697957000,0,1731.454364
Bolha c/ F.,86000,1,3,85999,0,0.024877
Coquetel,86000,1,3,85999,0,0.046828
Selecao,86000,1,3,3697957000,0,1673.248032
Insercao,86000,1,3,85999,171998,0.041828
Shellsort,86000,1,3,1037427,2074854,0.732807
Mergesort,86000,1,3,687936,2104864,1.077965
Quicksort,86000,1,3,2632474,5137599,5.382541
Heapsort,86000,1,3,2628894,4201338,4.764189
Contagem,86000,1,3,85999,257999,0.288703
Balde,86000,1,3,171999,429999,2.403274
Radixsort C.,86000,1,3,0,1548000,5.931161
Radixsort B.,86000,1,3,0,1548000,15.725188
Bolha,86000,2,1,3697957000,11093871000,6264.202346
Bolha c/ F.,86000,2,1,3697957000,11093871000,6265.700454
Coquetel,86000,2,1,3697957000,11093871000,6205.854427
Selecao,86000,2,1,3697957000,129000,1696.499747
Insercao,86000,2,1,3697957000,3698128998,1731.613162
Shellsort,86000,2,1,1478745,2589872,1.325911
Mergesort,86000,2,1,728992,2833856,1.286377
Quicksort,86000,2,1,2677935,5286348,5.540317
Heapsort,86000,2,1,2368758,3811134,4.889595
Contagem,86000,2,1,85999,172000,0.285777
Balde,86000,2,1,171999,344000,3.416528
Radixsort C.,86000,2,1,0,1548000,8.291023
Radixsort B.,86000,2,1,0,1548000,14.816381
Bolha,86000,2,2,3697957000,11093871000,6262.908578
Bolha c/ F.,86000,2,2,3697957000,11093871000,6262.725385
Coquetel,86000,2,2,3697957000,11093871000,6204.446668
Selecao,86000,2,2,3697957000,129000,1695.718090
Insercao,86000,2,2,3697957000,3698128998,1730.817618
Shellsort,86000,2,2,1478745,2589872,1.192660
Mergesort,86000,2,2,728992,2833856,1.278221
Quicksort,86000,2,2,2606340,5294919,5.607072
Heapsort,86000,2,2,2368758,3811134,4.859458
Contagem,86000,2,2,85999,172000,0.344057
Balde,86000,2,2,171999,344000,3.397923
Radixsort C.,86000,2,2,0,1548000,5.929248
Radixsort B.,86000,2,2,0,1548000,15.298767
Bolha,86000,2,3,3697957000,11093871000,6267.006697
Bolha c/ F.,86000,2,3,3697957000,11093871000,6265.434619
Coquetel,86000,2,3,3697957000,11093871000,6204.874311
Selecao,86000,2,3,3697957000,129000,1700.133235
Insercao,86000,2,3,3697957000,3698128998,1731.462862
Shellsort,86000,2,3,1478745,2589872,1.180317
Mergesort,86000,2,3,728992,2833856,1.259857
Quicksort,86000,2,3,2754134,5431841,5.463964
Heapsort,86000,2,3,2368758,3811134,4.852595
Contagem,86000,2,3,85999,172000,0.297218
Balde,86000,2,3,171999,344000,3.414053
Radixsort C.,86000,2,3,0,1548000,5.934367
Radixsort B.,86000,2,3,0,1548000,15.853579
Bolha,86000,3,1,3697957000,5541044808,9464.001650
Bolha c/ F.,86000,3,1,3697880755,5541044808,9402.733568
Coquetel,86000,3,1,2769302844,5541044808,7248.818630
Selecao,86000,3,1,3697957000,257976,1679.396871
Insercao,86000,3,1,1847100932,1847186934,864.829684
Shellsort,86000,3,1,2150559,3232788,6.827685
Mergesort,86000,3,1,1303088,2766076,5.429709
Quicksort,86000,3,1,2720723,5288391,7.977374
Heapsort,86000,3,1,2498786,4006176,7.376295
Contagem,86000,3,1,85999,172011,2.487633
Balde,86000,3,1,175344,347356,5.102455
Radixsort C.,86000,3,1,0,1548000,7.422603
Radixsort B.,86000,3,1,0,1548000,20.060001
Bolha,86000,3,2,3697957000,5538437373,9412.792142
Bolha c/ F.,86000,3,2,3697905960,5538437373,9350.310285
Coquetel,86000,3,2,2769389035,5538437373,7162.339161
Selecao,86000,3,2,3697957000,257973,1679.405489
Insercao,86000,3,2,1846231782,1846317789,864.524223
Shellsort,86000,3,2,2160383,3242736,6.854926
Mergesort,86000,3,2,1303239,2766407,5.407708
Quicksort,86000,3,2,2704443,5329470,7.827363
Heapsort,86000,3,2,2498938,4006404,7.573326
Contagem,86000,3,2,85999,172010,2.481642
Balde,86000,3,2,175321,347332,5.129946
Radixsort C.,86000,3,2,0,1548000,6.286368
Radixsort B.,86000,3,2,0,1548000,20.709821
Bolha,86000,3,3,3697957000,5560189701,9415.726069
Bolha c/ F.,86000,3,3,3697929034,5560189701,9469.715282
Coquetel,86000,3,3,2777215672,5560189701,7195.990081
Selecao,86000,3,3,3697957000,257961,1679.367408
Insercao,86000,3,3,1853482556,1853568565,868.201661
Shellsort,86000,3,3,2152117,3234492,6.824589
Mergesort,86000,3,3,1303220,2766247,5.393912
Quicksort,86000,3,3,2560103,5201170,7.918865
Heapsort,86000,3,3,2499422,4007130,7.377007
Contagem,86000,3,3,85999,172013,2.468317
Balde,86000,3,3,175427,347441,5.108677
Radixsort C.,86000,3,3,0,1548000,6.283693
Radixsort B.,86000,3,3,0,1548000,21.083633
Bolha,90000,1,1,4049955000,0,1896.219218
Bolha c/ F.,90000,1,1,89999,0,0.026219
Coquetel,90000,1,1,89999,0,0.048962
Selecao,90000,1,1,4049955000,0,1828.292514
Insercao,90000,1,1,89999,179998,0.042811
Shellsort,90000,1,1,1089427,2178854,0.766299
Mergesort,90000,1,1,723680,2212608,1.141895
Quicksort,90000,1,1,2602125,5294262,5.718802
Heapsort,90000,1,1,2763998,4415994,4.993891
Contagem,90000,1,1,89999,269999,0.301948
Balde,90000,1,1,179999,449999,2.510165
Radixsort C.,90000,1,1,0,1620000,6.207220
Radixsort B.,90000,1,1,0,1620000,16.994893
Bolha,90000,1,2,4049955000,0,1897.365802
Bolha c/ F.,90000,1,2,89999,0,0.025969
Coquetel,90000,1,2,89999,0,0.047650
Selecao,90000,1,2,4049955000,0,1803.103882
Insercao,90000,1,2,89999,179998,0.042770
Shellsort,90000,1,2,1089427,2178854,0.767422
Mergesort,90000,1,2,723680,2212608,1.150331
Quicksort,90000,1,2,2912309,5825953,5.827456
Heapsort,90000,1,2,2763998,4415994,5.020551
Contagem,90000,1,2,89999,269999,0.317036
Balde,90000,1,2,179999,449999,2.557294
Radixsort C.,90000,1,2,0,1620000,7.050434
Radixsort B.,90000,1,2,0,1620000,16.421125
Bolha,90000,1,3,4049955000,0,1896.021183
Bolha c/ F.,90000,1,3,89999,0,0.026079
Coquetel,90000,1,3,89999,0,0.048962
Selecao,90000,1,3,4049955000,0,1801.808447
Insercao,90000,1,3,89999,179998,0.042821
Shellsort,90000,1,3,1089427,2178854,0.766630
Mergesort,90000,1,3,723680,2212608,1.127528
Quicksort,90000,1,3,2688401,5457091,5.896606
Heapsort,90000,1,3,2763998,4415994,4.984292
Contagem,90000,1,3,89999,269999,0.305885
Balde,90000,1,3,179999,449999,2.509864
Radixsort C.,90000,1,3,0,1620000,6.210797
Radixsort B.,90000,1,3,0,1620000,17.730174
Bolha,90000,2,1,4049955000,12149865000,6864.473485
Bolha c/ F.,90000,2,1,4049955000,12149865000,6864.244887
Coquetel,90000,2,1,4049955000,12149865000,6796.004183
Selecao,90000,2,1,4049955000,135000,1858.291523
Insercao,90000,2,1,4049955000,4050134998,1896.911715
Shellsort,90000,2,1,1489016,2653554,1.193682
Mergesort,90000,2,1,765248,2977856,1.360636
Quicksort,90000,2,1,2742720,5482035,5.806076
Heapsort,90000,2,1,2489866,4004796,5.116330
Contagem,90000,2,1,89999,180000,0.302548
Balde,90000,2,1,179999,360000,3.593791
Radixsort C.,90000,2,1,0,1620000,6.217889
Radixsort B.,90000,2,1,0,1620000,15.810919
Bolha,90000,2,2,4049955000,12149865000,6862.338862
Bolha c/ F.,90000,2,2,4049955000,12149865000,6862.023608
Coquetel,90000,2,2,4049955000,12149865000,6796.272634
Selecao,90000,2,2,4049955000,135000,1857.546923
Insercao,90000,2,2,4049955000,4050134998,1895.903864
Shellsort,90000,2,2,1489016,2653554,1.243155
Mergesort,90000,2,2,765248,2977856,1.343815
Quicksort,90000,2,2,2742091,5461645,5.821495
Heapsort,90000,2,2,2489866,4004796,5.157718
Contagem,90000,2,2,89999,180000,0.306015
Balde,90000,2,2,179999,360000,3.613237
Radixsort C.,90000,2,2,0,1620000,6.211237
Radixsort B.,90000,2,2,0,1620000,15.712915
Bolha,90000,2,3,4049955000,12149865000,6862.555764
Bolha c/ F.,90000,2,3,4049955000,12149865000,6861.247648
Coquetel,90000,2,3,4049955000,12149865000,6796.624251
Selecao,90000,2,3,4049955000,135000,1857.742642
Insercao,90000,2,3,4049955000,4050134998,1895.933388
Shellsort,90000,2,3,1489016,2653554,1.323586
Mergesort,90000,2,3,765248,2977856,1.383078
Quicksort,90000,2,3,3087413,6023502,5.913217
Heapsort,90000,2,3,2489866,4004796,5.126459
Contagem,90000,2,3,89999,180000,0.307818
Balde,90000,2,3,179999,360000,3.579464
Radixsort C.,90000,2,3,0,1620000,6.216787
Radixsort B.,90000,2,3,0,1620000,16.840332
Bolha,90000,3,1,4049955000,6061735401,10327.117895
Bolha c/ F.,90000,3,1,4049926080,6061735401,10209.877533
Coquetel,90000,3,1,3034820789,6061735401,7899.749978
Selecao,90000,3,1,4049955000,269970,1839.274985
Insercao,90000,3,1,2020668459,2020758465,946.256616
Shellsort,90000,3,1,2265980,3402358,7.200395
Mergesort,90000,3,1,1369671,2906876,5.675240
Quicksort,90000,3,1,2710839,5402049,8.283700
Heapsort,90000,3,1,2627782,4211670,7.758924
Contagem,90000,3,1,89999,180004,2.657842
Balde,90000,3,1,183712,363717,5.672796
Radixsort C.,90000,3,1,0,1620000,6.606830
Radixsort B.,90000,3,1,0,1620000,21.935463
Bolha,90000,3,2,4049955000,6083923401,10359.009971
Bolha c/ F.,90000,3,2,4049804574,6083923401,10306.208940
Coquetel,90000,3,2,3043857347,6083923401,7914.423455
Selecao,90000,3,2,4049955000,269961,1839.520653
Insercao,90000,3,2,2028064455,2028154465,949.769316
Shellsort,90000,3,2,2254094,3390953,7.193572
Mergesort,90000,3,2,1369567,2907192,5.711469
Quicksort,90000,3,2,2833098,5652019,8.323555
Heapsort,90000,3,2,2627502,4211250,7.954011
Contagem,90000,3,2,89999,180012,2.986660
Balde,90000,3,2,183563,363576,5.473001
Radixsort C.,90000,3,2,0,1620000,6.588025
Radixsort B.,90000,3,2,0,1620000,22.112245
Bolha,90000,3,3,4049955000,6078564321,10380.662126
Bolha c/ F.,90000,3,3,4049801265,6078564321,10279.615564
Coquetel,90000,3,3,3047532300,6078564321,7897.988216
Selecao,90000,3,3,4049955000,269955,1829.417077
Insercao,90000,3,3,2026278099,2026368105,949.215636
Shellsort,90000,3,3,2268496,3405147,7.233638
Mergesort,90000,3,3,1369472,2906673,5.697021
Quicksort,90000,3,3,2830427,5627596,8.234627
Heapsort,90000,3,3,2626662,4209990,7.904508
Contagem,90000,3,3,89999,180010,2.611325
Balde,90000,3,3,183665,363676,5.333168
Radixsort C.,90000,3,3,0,1620000,7.327163
Radixsort B.,90000,3,3,0,1620000,22.004803
Bolha,94000,1,1,4417953000,0,2068.080669
Bolha c/ F.,94000,1,1,93999,0,0.027942
Coquetel,94000,1,1,93999,0,0.052819
Selecao,94000,1,1,4417953000,0,2067.430488
Insercao,94000,1,1,93999,187998,0.044724
Shellsort,94000,1,1,1141427,2282854,0.802688
Mergesort,94000,1,1,759504,2320432,1.196337
Quicksort,94000,1,1,2847408,5822942,6.111069
Heapsort,94000,1,1,2899102,4630650,5.244832
Contagem,94000,1,1,93999,281999,0.325792
Balde,94000,1,1,187999,469999,2.652282
Radixsort C.,94000,1,1,0,1692000,6.485062
Radixsort B.,94000,1,1,0,1692000,17.026281
Bolha,94000,1,2,4417953000,0,2067.900027
Bolha c/ F.,94000,1,2,93999,0,0.027071
Coquetel,94000,1,2,93999,0,0.048321
Selecao,94000,1,2,4417953000,0,1999.113419
Insercao,94000,1,2,93999,187998,0.044724
Shellsort,94000,1,2,1141427,2282854,0.801837
Mergesort,94000,1,2,759504,2320432,1.180077
Quicksort,94000,1,2,2905549,5879263,6.165582
Heapsort,94000,1,2,2899102,4630650,5.243419
Contagem,94000,1,2,93999,281999,0.316264
Balde,94000,1,2,187999,469999,2.647573
Radixsort C.,94000,1,2,0,1692000,7.132568
Radixsort B.,94000,1,2,0,1692000,17.467371
Bolha,94000,1,3,4417953000,0,2069.564617
Bolha c/ F.,94000,1,3,93999,0,0.027080
Coquetel,94000,1,3,93999,0,0.049302
Selecao,94000,1,3,4417953000,0,2000.402822
Insercao,94000,1,3,93999,187998,0.044775
Shellsort,94000,1,3,1141427,2282854,0.803289
Mergesort,94000,1,3,759504,2320432,1.192490
Quicksort,94000,1,3,2871487,5711414,6.108414
Heapsort,94000,1,3,2899102,4630650,5.246825
Contagem,94000,1,3,93999,281999,0.321734
Balde,94000,1,3,187999,469999,2.652392
Radixsort C.,94000,1,3,0,1692000,6.490011
Radixsort B.,94000,1,3,0,1692000,17.114237
Bolha,94000,2,1,4417953000,13253859000,7488.215757
Bolha c/ F.,94000,2,1,4417953000,13253859000,7485.300200
Coquetel,94000,2,1,4417953000,13253859000,7414.172788
Selecao,94000,2,1,4417953000,141000,2025.807612
Insercao,94000,2,1,4417953000,4418140998,2068.283829
Shellsort,94000,2,1,1625314,2840180,1.336831
Mergesort,94000,2,1,801424,3121856,1.451937
Quicksort,94000,2,1,3169149,6274093,6.009358
Heapsort,94000,2,1,2611234,4198848,5.388371
Contagem,94000,2,1,93999,188000,0.324690
Balde,94000,2,1,187999,376000,3.759762
Radixsort C.,94000,2,1,0,1692000,7.540675
Radixsort B.,94000,2,1,0,1692000,16.936163
Bolha,94000,2,2,4417953000,13253859000,7482.654079
Bolha c/ F.,94000,2,2,4417953000,13253859000,7478.752139
Coquetel,94000,2,2,4417953000,13253859000,7405.344894
Selecao,94000,2,2,4417953000,141000,2186.585626
Insercao,94000,2,2,4417953000,4418140998,2069.904824
Shellsort,94000,2,2,1625314,2840180,1.269424
Mergesort,94000,2,2,801424,3121856,1.428594
Quicksort,94000,2,2,2846321,5731381,6.007744
Heapsort,94000,2,2,2611234,4198848,5.365238
Contagem,94000,2,2,93999,188000,0.429117
Balde,94000,2,2,187999,376000,3.772616
Radixsort C.,94000,2,2,0,1692000,6.496042
Radixsort B.,94000,2,2,0,1692000,16.528447
Bolha,94000,2,3,4417953000,13253859000,7483.744287
Bolha c/ F.,94000,2,3,4417953000,13253859000,7485.573824
Coquetel,94000,2,3,4417953000,13253859000,8389.380812
Selecao,94000,2,3,4417953000,141000,2026.159261
Insercao,94000,2,3,4417953000,4418140998,2068.393215
Shellsort,94000,2,3,1625314,2840180,1.329587
Mergesort,94000,2,3,801424,3121856,1.426800
Quicksort,94000,2,3,2786558,5675047,6.097243
Heapsort,94000,2,3,2611234,4198848,5.405644
Contagem,94000,2,3,93999,188000,0.322355
Balde,94000,2,3,187999,376000,3.774650
Radixsort C.,94000,2,3,0,1692000,6.502795
Radixsort B.,94000,2,3,0,1692000,18.022092
Bolha,94000,3,1,4417953000,6633652017,11302.958729
Bolha c/ F.,94000,3,1,4417848804,6633652017,11226.652882
Coquetel,94000,3,1,3310607670,6633652017,8607.044618
Selecao,94000,3,1,4417953000,281949,2006.720659
Insercao,94000,3,1,2211311327,2211405337,1035.952561
Shellsort,94000,3,1,2371592,3561102,7.558087
Mergesort,94000,3,1,1436239,3047789,5.996043
Quicksort,94000,3,1,2968099,5874932,8.801713
Heapsort,94000,3,1,2756152,4416225,8.320269
Contagem,94000,3,1,93999,188014,2.842410
Balde,94000,3,1,191691,379706,5.949054
Radixsort C.,94000,3,1,0,1692000,7.530245
Radixsort B.,94000,3,1,0,1692000,23.817448
Bolha,94000,3,2,4417953000,6623011893,11290.809918
Bolha c/ F.,94000,3,2,4417809084,6623011893,11192.414767
Coquetel,94000,3,2,3308959940,6623011893,8600.774092
Selecao,94000,3,2,4417953000,281964,2037.807675
Insercao,94000,3,2,2207764621,2207858629,1034.213185
Shellsort,94000,3,2,2377407,3566742,7.557095
Mergesort,94000,3,2,1435993,3048094,5.995111
Quicksort,94000,3,2,2978555,5977316,8.584825
Heapsort,94000,3,2,2755834,4415748,8.346358
Contagem,94000,3,2,93999,188015,2.806301
Balde,94000,3,2,191792,379808,5.977407
Radixsort C.,94000,3,2,0,1692000,7.829917
Radixsort B.,94000,3,2,0,1692000,25.851879
Bolha,94000,3,3,4417953000,6628043421,11310.782114
Bolha c/ F.,94000,3,3,4417944089,6628043421,11234.489237
Coquetel,94000,3,3,3311595720,6628043421,8624.319926
Selecao,94000,3,3,4417953000,281961,2007.100103
Insercao,94000,3,3,2209441794,2209535805,1035.216707
Shellsort,94000,3,3,2379296,3568524,7.546425
Mergesort,94000,3,3,1435789,3047921,5.981716
Quicksort,94000,3,3,2855845,5859473,8.568074
Heapsort,94000,3,3,2756880,4417317,8.142324
Contagem,94000,3,3,93999,188009,2.874860
Balde,94000,3,3,191853,379863,6.058450
Radixsort C.,94000,3,3,0,1692000,7.551324
Radixsort B.,94000,3,3,0,1692000,24.893129
Bolha,98000,1,1,4801951000,0,2248.530435
Bolha c/ F.,98000,1,1,97999,0,0.028303
Coquetel,98000,1,1,97999,0,0.051025
Selecao,98000,1,1,4801951000,0,2173.073623
Insercao,98000,1,1,97999,195998,0.046487
Shellsort,98000,1,1,1193427,2386854,0.841310
Mergesort,98000,1,1,799152,2432080,1.220653
Quicksort,98000,1,1,2995285,6164413,6.484971
Heapsort,98000,1,1,3034190,4845282,5.481646
Contagem,98000,1,1,97999,293999,0.336882
Balde,98000,1,1,195999,489999,2.777878
Radixsort C.,98000,1,1,0,1764000,7.387687
Radixsort B.,98000,1,1,0,1764000,18.052189
Bolha,98000,1,2,4801951000,0,2248.522755
Bolha c/ F.,98000,1,2,97999,0,0.028844
Coquetel,98000,1,2,97999,0,0.053139
Selecao,98000,1,2,4801951000,0,2172.689051
Insercao,98000,1,2,97999,195998,0.046548
Shellsort,98000,1,2,1193427,2386854,0.838184
Mergesort,98000,1,2,799152,2432080,1.218659
Quicksort,98000,1,2,3040557,6025927,6.283853
Heapsort,98000,1,2,3034190,4845282,5.495233
Contagem,98000,1,2,97999,293999,0.344918
Balde,98000,1,2,195999,489999,2.821590
Radixsort C.,98000,1,2,0,1764000,6.774385
Radixsort B.,98000,1,2,0,1764000,18.685248
Bolha,98000,1,3,4801951000,0,2248.167669
Bolha c/ F.,98000,1,3,97999,0,0.028233
Coquetel,98000,1,3,97999,0,0.053230
Selecao,98000,1,3,4801951000,0,2172.680967
Insercao,98000,1,3,97999,195998,0.046597
Shellsort,98000,1,3,1193427,2386854,0.841951
Mergesort,98000,1,3,799152,2432080,1.221104
Quicksort,98000,1,3,3286082,6503848,6.552168
Heapsort,98000,1,3,3034190,4845282,5.457241
Contagem,98000,1,3,97999,293999,0.338246
Balde,98000,1,3,195999,489999,2.790752
Radixsort C.,98000,1,3,0,1764000,6.786698
Radixsort B.,98000,1,3,0,1764000,18.604846
Bolha,98000,2,1,4801951000,14405853000,8012.818397
Bolha c/ F.,98000,2,1,4801951000,14405853000,7977.801477
Coquetel,98000,2,1,4801951000,14405853000,8453.715811
Selecao,98000,2,1,4801951000,147000,2209.534683
Insercao,98000,2,1,4801951000,4802146998,2249.967509
Shellsort,98000,2,1,1673733,2938994,1.329447
Mergesort,98000,2,1,833776,3265856,1.471664
Quicksort,98000,2,1,3149323,6182048,6.341552
Heapsort,98000,2,1,2732434,4392648,5.658980
Contagem,98000,2,1,97999,196000,0.335300
Balde,98000,2,1,195999,392000,4.029349
Radixsort C.,98000,2,1,0,1764000,6.796537
Radixsort B.,98000,2,1,0,1764000,18.485012
Bolha,98000,2,2,4801951000,14405853000,8134.896015
Bolha c/ F.,98000,2,2,4801951000,14405853000,8136.262923
Coquetel,98000,2,2,4801951000,14405853000,8060.867403
Selecao,98000,2,2,4801951000,147000,2211.528656
Insercao,98000,2,2,4801951000,4802146998,2249.952843
Shellsort,98000,2,2,1673733,2938994,1.309510
Mergesort,98000,2,2,833776,3265856,1.452608
