algoritmo,tamanho,tipo,execucao,comparacoes,movimentacoes,tempo_ms
Selecao,62000,3,3,1921969000,185964,868.609046
Insercao,62000,3,3,960187526,960249530,449.288173
Shellsort,62000,3,3,1499093,2253833,4.748309
Mergesort,62000,3,3,909102,1934626,3.809306
Quicksort,62000,3,3,1767448,3548253,5.536199
Heapsort,62000,3,3,1740932,2797395,5.145004
Contagem,62000,3,3,61999,124007,1.458630
Balde,62000,3,3,126500,250508,3.295771
Radixsort C.,62000,3,3,0,1116000,4.497929
Radixsort B.,62000,3,3,0,1116000,13.726193
Bolha,66000,1,1,2177967000,0,1018.890841
Bolha c/ F.,66000,1,1,65999,0,0.019216
Coquetel,66000,1,1,65999,0,0.034214
Selecao,66000,1,1,2177967000,0,985.000161
Insercao,66000,1,1,65999,131998,0.031580
Shellsort,66000,1,1,777427,1554854,0.544213
Mergesort,66000,1,1,526752,1583680,0.795624
Quicksort,66000,1,1,1955482,3922371,4.309465
Heapsort,66000,1,1,1953578,3128364,3.569796
Contagem,66000,1,1,65999,197999,0.209614
Balde,66000,1,1,131999,329999,1.809820
Radixsort C.,66000,1,1,0,1188000,5.769547
Radixsort B.,66000,1,1,0,1188000,11.024839
Bolha,66000,1,2,2177967000,0,1019.170347
Bolha c/ F.,66000,1,2,65999,0,0.019196
Coquetel,66000,1,2,65999,0,0.035967
Selecao,66000,1,2,2177967000,0,918.609606
Insercao,66000,1,2,65999,131998,0.031539
Shellsort,66000,1,2,777427,1554854,0.544303
Mergesort,66000,1,2,526752,1583680,0.804692
Quicksort,66000,1,2,2074198,4020798,4.315306
Heapsort,66000,1,2,1953578,3128364,3.563123
Contagem,66000,1,2,65999,197999,0.215816
Balde,66000,1,2,131999,329999,1.811472
Radixsort C.,66000,1,2,0,1188000,4.526904
Radixsort B.,66000,1,2,0,1188000,10.948445
Bolha,66000,1,3,2177967000,0,1018.708979
Bolha c/ F.,66000,1,3,65999,0,0.019236
Coquetel,66000,1,3,65999,0,0.034235
Selecao,66000,1,3,2177967000,0,985.012157
Insercao,66000,1,3,65999,131998,0.031659
Shellsort,66000,1,3,777427,1554854,0.546907
Mergesort,66000,1,3,526752,1583680,0.798440
Quicksort,66000,1,3,1998793,3926720,4.169582
Heapsort,66000,1,3,1953578,3128364,3.572049
Contagem,66000,1,3,65999,197999,0.209674
Balde,66000,1,3,131999,329999,1.794050
Radixsort C.,66000,1,3,0,1188000,4.515582
Radixsort B.,66000,1,3,0,1188000,11.078790
Bolha,66000,2,1,2177967000,6533901000,3689.300851
Bolha c/ F.,66000,2,1,2177967000,6533901000,3686.694236
Coquetel,66000,2,1,2177967000,6533901000,3652.810342
Selecao,66000,2,1,2177967000,99000,1001.748272
Insercao,66000,2,1,2177967000,2178098998,1018.822152
Shellsort,66000,2,1,1081311,1892282,0.897997
Mergesort,66000,2,1,530176,2113856,0.940116
Quicksort,66000,2,1,2124549,4252783,4.187486
Heapsort,66000,2,1,1764834,2845248,3.675604
Contagem,66000,2,1,65999,132000,0.215765
Balde,66000,2,1,131999,264000,2.637244
Radixsort C.,66000,2,1,0,1188000,4.518577
Radixsort B.,66000,2,1,0,1188000,11.738029
Bolha,66000,2,2,2177967000,6533901000,3681.384714
Bolha c/ F.,66000,2,2,2177967000,6533901000,3681.308330
Coquetel,66000,2,2,2177967000,6533901000,3652.430334
Selecao,66000,2,2,2177967000,99000,1000.948279
Insercao,66000,2,2,2177967000,2178098998,1018.732543
Shellsort,66000,2,2,1081311,1892282,0.994237
Mergesort,66000,2,2,530176,2113856,0.928304
Quicksort,66000,2,2,1924732,3812038,4.186173
Heapsort,66000,2,2,1764834,2845248,3.674462
Contagem,66000,2,2,65999,132000,0.213671
Balde,66000,2,2,131999,264000,2.539019
Radixsort C.,66000,2,2,0,1188000,4.521383
Radixsort B.,66000,2,2,0,1188000,11.351382
Bolha,66000,2,3,2177967000,6533901000,3685.856663
Bolha c/ F.,66000,2,3,2177967000,6533901000,3690.046483
Coquetel,66000,2,3,2177967000,6533901000,3651.703110
Selecao,66000,2,3,2177967000,99000,1001.328112
Insercao,66000,2,3,2177967000,2178098998,1018.928402
Shellsort,66000,2,3,1081311,1892282,0.886675
Mergesort,66000,2,3,530176,2113856,0.937701
Quicksort,66000,2,3,2190986,4302169,4.134156
Heapsort,66000,2,3,1764834,2845248,3.688498
Contagem,66000,2,3,65999,132000,0.211337
Balde,66000,2,3,131999,264000,2.678652
Radixsort C.,66000,2,3,0,1188000,5.360439
Radixsort B.,66000,2,3,0,1188000,10.659353
Bolha,66000,3,1,2177967000,3264502941,5488.412053
Bolha c/ F.,66000,3,1,2177896875,3264502941,5470.792646
Coquetel,66000,3,1,1633153455,3264502941,4247.953592
Selecao,66000,3,1,2177967000,197979,984.373816
Insercao,66000,3,1,1088233636,1088299645,509.169282
Shellsort,66000,3,1,1609095,2417366,5.079952
Mergesort,66000,3,1,973443,2071899,4.080495
Quicksort,66000,3,1,2048913,4123923,6.081994
Heapsort,66000,3,1,1863752,2993625,5.543754
Contagem,66000,3,1,65999,132008,1.722155
Balde,66000,3,1,134620,266629,3.507809
Radixsort C.,66000,3,1,0,1188000,6.666322
Radixsort B.,66000,3,1,0,1188000,14.763742
Bolha,66000,3,2,2177967000,3275694198,5498.036088
Bolha c/ F.,66000,3,2,2177720949,3275694198,5448.093149
Coquetel,66000,3,2,1640325764,3275694198,4251.300971
Selecao,66000,3,2,2177967000,197955,989.333842
Insercao,66000,3,2,1091964046,1092030064,510.937313
Shellsort,66000,3,2,1606470,2415167,5.117071
Mergesort,66000,3,2,973218,2071598,4.065096
Quicksort,66000,3,2,2095970,4025031,6.015920
Heapsort,66000,3,2,1863400,2993097,5.497276
Contagem,66000,3,2,65999,132012,1.956475
Balde,66000,3,2,134647,266660,3.523428
Radixsort C.,66000,3,2,0,1188000,5.546678
Radixsort B.,66000,3,2,0,1188000,14.924003
Bolha,66000,3,3,2177967000,3258998370,5503.639605
Bolha c/ F.,66000,3,3,2177866424,3258998370,5470.181641
Coquetel,66000,3,3,1634341149,3258998370,4249.533091
Selecao,66000,3,3,2177967000,197985,984.142813
Insercao,66000,3,3,1086398778,1086464788,508.313474
Shellsort,66000,3,3,1601934,2410406,5.095291
Mergesort,66000,3,3,973590,2071624,4.127102
Quicksort,66000,3,3,1967799,3889675,5.915601
Heapsort,66000,3,3,1863854,2993778,5.524858
Contagem,66000,3,3,65999,132006,1.785905
Balde,66000,3,3,134621,266628,3.526755
Radixsort C.,66000,3,3,0,1188000,4.797261
Radixsort B.,66000,3,3,0,1188000,14.735689
Bolha,70000,1,1,2449965000,0,1145.992646
Bolha c/ F.,70000,1,1,69999,0,0.020338
Coquetel,70000,1,1,69999,0,0.038041
Selecao,70000,1,1,2449965000,0,1108.032614
Insercao,70000,1,1,69999,139998,0.033413
Shellsort,70000,1,1,829427,1658854,0.583956
Mergesort,70000,1,1,555200,1684128,0.868402
Quicksort,70000,1,1,2141667,4340796,4.329152
Heapsort,70000,1,1,2088606,3342906,4.011205
Contagem,70000,1,1,69999,209999,0.224031
Balde,70000,1,1,139999,349999,1.948009
Radixsort C.,70000,1,1,0,1260000,4.802160
Radixsort B.,70000,1,1,0,1260000,11.986255
Bolha,70000,1,2,2449965000,0,1145.909730
Bolha c/ F.,70000,1,2,69999,0,0.020689
Coquetel,70000,1,2,69999,0,0.037300
Selecao,70000,1,2,2449965000,0,1107.913611
Insercao,70000,1,2,69999,139998,0.033463
Shellsort,70000,1,2,829427,1658854,0.584247
Mergesort,70000,1,2,555200,1684128,0.864854
Quicksort,70000,1,2,2103872,4306020,4.517766
Heapsort,70000,1,2,2088606,3342906,4.050649
Contagem,70000,1,2,69999,209999,0.227097
Balde,70000,1,2,139999,349999,1.917061
Radixsort C.,70000,1,2,0,1260000,4.803503
Radixsort B.,70000,1,2,0,1260000,12.681281
Bolha,70000,1,3,2449965000,0,1147.250739
Bolha c/ F.,70000,1,3,69999,0,0.020348
Coquetel,70000,1,3,69999,0,0.038282
Selecao,70000,1,3,2449965000,0,1108.995042
Insercao,70000,1,3,69999,139998,0.033503
Shellsort,70000,1,3,829427,1658854,0.585039
Mergesort,70000,1,3,555200,1684128,0.867820
Quicksort,70000,1,3,2175500,4284370,4.708845
Heapsort,70000,1,3,2088606,3342906,4.018799
Contagem,70000,1,3,69999,209999,0.224211
Balde,70000,1,3,139999,349999,1.921449
Radixsort C.,70000,1,3,0,1260000,4.847195
Radixsort B.,70000,1,3,0,1260000,11.966728
Bolha,70000,2,1,2449965000,7349895000,4149.087455
Bolha c/ F.,70000,2,1,2449965000,7349895000,4151.432501
Coquetel,70000,2,1,2449965000,7349895000,4109.377715
Selecao,70000,2,1,2449965000,105000,1126.296852
Insercao,70000,2,1,2449965000,2450104998,1146.410252
Shellsort,70000,2,1,1129214,1995446,1.002744
Mergesort,70000,2,1,573728,2257856,1.017973
Quicksort,70000,2,1,2097381,4271628,4.441403
Heapsort,70000,2,1,1885366,3038046,3.915485
Contagem,70000,2,1,69999,140000,0.232136
Balde,70000,2,1,139999,280000,2.742962
Radixsort C.,70000,2,1,0,1260000,4.797712
Radixsort B.,70000,2,1,0,1260000,11.929148
Bolha,70000,2,2,2449965000,7349895000,4145.672279
Bolha c/ F.,70000,2,2,2449965000,7349895000,4147.182216
Coquetel,70000,2,2,2449965000,7349895000,4109.499725
Selecao,70000,2,2,2449965000,105000,1126.233941
Insercao,70000,2,2,2449965000,2450104998,1146.475726
Shellsort,70000,2,2,1129214,1995446,0.892967
Mergesort,70000,2,2,573728,2257856,1.019465
Quicksort,70000,2,2,2186993,4511588,4.424611
Heapsort,70000,2,2,1885366,3038046,3.903762
Contagem,70000,2,2,69999,140000,0.225504
Balde,70000,2,2,139999,280000,2.797635
Radixsort C.,70000,2,2,0,1260000,4.811598
Radixsort B.,70000,2,2,0,1260000,12.674327
Bolha,70000,2,3,2449965000,7349895000,4148.775035
Bolha c/ F.,70000,2,3,2449965000,7349895000,4147.411102
Coquetel,70000,2,3,2449965000,7349895000,4110.325736
Selecao,70000,2,3,2449965000,105000,1126.022674
Insercao,70000,2,3,2449965000,2450104998,1146.316376
Shellsort,70000,2,3,1129214,1995446,1.146183
Mergesort,70000,2,3,573728,2257856,1.010378
Quicksort,70000,2,3,2137327,4297003,4.512957
Heapsort,70000,2,3,1885366,3038046,3.919633
Contagem,70000,2,3,69999,140000,0.232126
Balde,70000,2,3,139999,280000,2.705332
Radixsort C.,70000,2,3,0,1260000,4.805516
Radixsort B.,70000,2,3,0,1260000,11.954836
Bolha,70000,3,1,2449965000,3678029118,6189.420594
Bolha c/ F.,70000,3,1,2449872335,3678029118,6122.400775
Coquetel,70000,3,1,1840453845,3678029118,4788.432735
Selecao,70000,3,1,2449965000,209973,1107.066189
Insercao,70000,3,1,1226079695,1226149704,574.206868
Shellsort,70000,3,1,1709133,2572291,5.443595
Mergesort,70000,3,1,1039147,2209459,4.343679
Quicksort,70000,3,1,2172678,4308146,6.438915
Heapsort,70000,3,1,1989074,3193608,5.902127
Contagem,70000,3,1,69999,140011,2.240468
Balde,70000,3,1,142868,282880,3.779830
Radixsort C.,70000,3,1,0,1260000,5.085302
Radixsort B.,70000,3,1,0,1260000,17.789575
Bolha,70000,3,2,2449965000,3666502524,6194.257940
Bolha c/ F.,70000,3,2,2449881972,3666502524,6124.732576
Coquetel,70000,3,2,1833766935,3666502524,4753.803870
Selecao,70000,3,2,2449965000,209955,1107.148021
Insercao,70000,3,2,1222237494,1222307506,572.169181
Shellsort,70000,3,2,1715881,2578543,5.452833
Mergesort,70000,3,2,1038725,2209252,4.367494
Quicksort,70000,3,2,2090441,4137262,6.312938
Heapsort,70000,3,2,1989188,3193779,6.041267
Contagem,70000,3,2,69999,140013,1.755497
Balde,70000,3,2,142728,282742,3.757097
Radixsort C.,70000,3,2,0,1260000,5.107955
Radixsort B.,70000,3,2,0,1260000,15.777006
Bolha,70000,3,3,2449965000,3681001668,6189.904850
Bolha c/ F.,70000,3,3,2449934865,3681001668,6126.433305
Coquetel,70000,3,3,1843975109,3681001668,4783.959243
Selecao,70000,3,3,2449965000,209970,1106.887602
Insercao,70000,3,3,1227070550,1227140554,574.353023
Shellsort,70000,3,3,1720504,2583486,5.447532
Mergesort,70000,3,3,1038852,2209205,4.350502
Quicksort,70000,3,3,2242936,4358574,6.295966
Heapsort,70000,3,3,1989646,3194466,5.920350
Contagem,70000,3,3,69999,140014,2.161119
Balde,70000,3,3,142728,282743,3.748281
Radixsort C.,70000,3,3,0,1260000,6.265018
Radixsort B.,70000,3,3,0,1260000,15.687607
Bolha,74000,1,1,2737963000,0,1281.137450
Bolha c/ F.,74000,1,1,73999,0,0.021491
Coquetel,74000,1,1,73999,0,0.039775
Selecao,74000,1,1,2737963000,0,1238.819030
Insercao,74000,1,1,73999,147998,0.035337
Shellsort,74000,1,1,881427,1762854,0.620706
Mergesort,74000,1,1,587344,1788272,0.906433
Quicksort,74000,1,1,2256992,4525803,4.733922
Heapsort,74000,1,1,2223694,3557538,4.260522
Contagem,74000,1,1,73999,221999,0.243106
Balde,74000,1,1,147999,369999,2.037296
Radixsort C.,74000,1,1,0,1332000,5.083419
Radixsort B.,74000,1,1,0,1332000,12.564892
Bolha,74000,1,2,2737963000,0,1282.260118
Bolha c/ F.,74000,1,2,73999,0,0.021571
Coquetel,74000,1,2,73999,0,0.040266
Selecao,74000,1,2,2737963000,0,1238.679077
Insercao,74000,1,2,73999,147998,0.035176
Shellsort,74000,1,2,881427,1762854,0.620566
Mergesort,74000,1,2,587344,1788272,0.908055
Quicksort,74000,1,2,2358699,4558502,4.779958
Heapsort,74000,1,2,2223694,3557538,4.273417
Contagem,74000,1,2,73999,221999,0.241163
Balde,74000,1,2,147999,369999,2.041524
Radixsort C.,74000,1,2,0,1332000,5.093077
Radixsort B.,74000,1,2,0,1332000,12.817777
Bolha,74000,1,3,2737963000,0,1281.305176
Bolha c/ F.,74000,1,3,73999,0,0.021480
Coquetel,74000,1,3,73999,0,0.040396
Selecao,74000,1,3,2737963000,0,1238.800803
Insercao,74000,1,3,73999,147998,0.035296
Shellsort,74000,1,3,881427,1762854,0.616939
Mergesort,74000,1,3,587344,1788272,0.911633
Quicksort,74000,1,3,2314098,4639989,4.862544
Heapsort,74000,1,3,2223694,3557538,4.065136
Contagem,74000,1,3,73999,221999,0.240632
Balde,74000,1,3,147999,369999,2.033971
Radixsort C.,74000,1,3,0,1332000,5.080353
Radixsort B.,74000,1,3,0,1332000,12.591351
Bolha,74000,2,1,2737963000,8213889000,4632.776122
Bolha c/ F.,74000,2,1,2737963000,8213889000,4632.659069
Coquetel,74000,2,1,2737963000,8213889000,4590.907311
Selecao,74000,2,1,2737963000,111000,1255.088431
Insercao,74000,2,1,2737963000,2738110998,1281.196150
Shellsort,74000,2,1,1212193,2137506,1.018975
Mergesort,74000,2,1,613584,2401856,1.070962
Quicksort,74000,2,1,2343842,4850514,4.743099
Heapsort,74000,2,1,2005770,3230652,4.145928
Contagem,74000,2,1,73999,148000,0.239430
Balde,74000,2,1,147999,296000,2.880340
Radixsort C.,74000,2,1,0,1332000,5.082908
Radixsort B.,74000,2,1,0,1332000,12.143891
Bolha,74000,2,2,2737963000,8213889000,4634.681642
Bolha c/ F.,74000,2,2,2737963000,8213889000,4636.451728
Coquetel,74000,2,2,2737963000,8213889000,4593.881968
Selecao,74000,2,2,2737963000,111000,1258.510760
Insercao,74000,2,2,2737963000,2738110998,1281.096384
Shellsort,74000,2,2,1212193,2137506,1.018022
Mergesort,74000,2,2,613584,2401856,1.083395
Quicksort,74000,2,2,2258831,4511547,4.790900
Heapsort,74000,2,2,2005770,3230652,4.158431
Contagem,74000,2,2,73999,148000,0.244679
Balde,74000,2,2,147999,296000,2.867616
Radixsort C.,74000,2,2,0,1332000,5.086374
Radixsort B.,74000,2,2,0,1332000,12.158188
Bolha,74000,2,3,2737963000,8213889000,4633.246289
Bolha c/ F.,74000,2,3,2737963000,8213889000,4634.015261
Coquetel,74000,2,3,2737963000,8213889000,4592.417144
Selecao,74000,2,3,2737963000,111000,1255.733863
Insercao,74000,2,3,2737963000,2738110998,1282.310717
Shellsort,74000,2,3,1212193,2137506,1.005810
Mergesort,74000,2,3,613584,2401856,1.087853
Quicksort,74000,2,3,2271515,4577066,4.726559
Heapsort,74000,2,3,2005770,3230652,4.179130
Contagem,74000,2,3,73999,148000,0.239160
Balde,74000,2,3,147999,296000,2.869890
Radixsort C.,74000,2,3,0,1332000,5.082356
Radixsort B.,74000,2,3,0,1332000,11.993127
Bolha,74000,3,1,2737963000,4120789650,6933.159939
Bolha c/ F.,74000,3,1,2737868170,4120789650,6936.636845
Coquetel,74000,3,1,2060750997,4120789650,5339.442059
Selecao,74000,3,1,2737963000,221979,1244.054653
Insercao,74000,3,1,1373670538,1373744548,642.920066
Shellsort,74000,3,1,1826384,2744224,5.805706
Mergesort,74000,3,1,1104538,2347146,4.618435
Quicksort,74000,3,1,2362847,4608893,6.785426
Heapsort,74000,3,1,2116094,3396138,6.241384
Contagem,74000,3,1,73999,148011,1.896733
Balde,74000,3,1,150955,298967,4.026192
Radixsort C.,74000,3,1,0,1332000,5.400304
Radixsort B.,74000,3,1,0,1332000,16.961430
Bolha,74000,3,2,2737963000,4120801335,6944.321306
Bolha c/ F.,74000,3,2,2737752075,4120801335,6921.151647
Coquetel,74000,3,2,2056549014,4120801335,5357.065322
Selecao,74000,3,2,2737963000,221961,1243.870139
Insercao,74000,3,2,1373674434,1373748443,643.007484
Shellsort,74000,3,2,1827936,2745812,5.773645
Mergesort,74000,3,2,1104590,2347001,4.609669
Quicksort,74000,3,2,2195291,4377852,6.658517
Heapsort,74000,3,2,2115802,3395700,6.264657
Contagem,74000,3,2,73999,148009,2.309859
Balde,74000,3,2,150934,298944,4.010233
Radixsort C.,74000,3,2,0,1332000,5.391076
Radixsort B.,74000,3,2,0,1332000,16.940561
Bolha,74000,3,3,2737963000,4109006253,6945.581767
Bolha c/ F.,74000,3,3,2737961725,4109006253,6942.991874
Coquetel,74000,3,3,2052371065,4109006253,5354.246466
Selecao,74000,3,3,2737963000,221973,1237.021665
Insercao,74000,3,3,1369742742,1369816749,641.168868
Shellsort,74000,3,3,1825323,2742992,5.798823
Mergesort,74000,3,3,1104806,2347659,4.622472
Quicksort,74000,3,3,2202340,4409267,6.619334
Heapsort,74000,3,3,2115904,3395853,6.291839
Contagem,74000,3,3,73999,148015,1.980790
Balde,74000,3,3,151021,299037,4.101053
Radixsort C.,74000,3,3,0,1332000,6.238649
Radixsort B.,74000,3,3,0,1332000,16.677768
Bolha,78000,1,1,3041961000,0,1423.219435
Bolha c/ F.,78000,1,1,77999,0,0.022552
Coquetel,78000,1,1,77999,0,0.040186
Selecao,78000,1,1,3041961000,0,1353.143655
Insercao,78000,1,1,77999,155998,0.037220
Shellsort,78000,1,1,933427,1866854,0.656283
Mergesort,78000,1,1,619648,1892576,0.947099
Quicksort,78000,1,1,2395090,4858143,5.026562
Heapsort,78000,1,1,2358746,3772116,4.280610
Contagem,78000,1,1,77999,233999,0.255580
Balde,78000,1,1,155999,389999,2.166139
Radixsort C.,78000,1,1,0,1404000,6.453752
Radixsort B.,78000,1,1,0,1404000,12.858072
Bolha,78000,1,2,3041961000,0,1423.100371
Bolha c/ F.,78000,1,2,77999,0,0.022742
Coquetel,78000,1,2,77999,0,0.042550
Selecao,78000,1,2,3041961000,0,1353.188801
Insercao,78000,1,2,77999,155998,0.037230
Shellsort,78000,1,2,933427,1866854,0.653317
Mergesort,78000,1,2,619648,1892576,0.960244
Quicksort,78000,1,2,2467888,4949673,5.076064
Heapsort,78000,1,2,2358746,3772116,4.278467
Contagem,78000,1,2,77999,233999,0.258255
Balde,78000,1,2,155999,389999,2.154016
Radixsort C.,78000,1,2,0,1404000,5.366972
Radixsort B.,78000,1,2,0,1404000,12.633700
Bolha,78000,1,3,3041961000,0,1423.001534
Bolha c/ F.,78000,1,3,77999,0,0.022672
Coquetel,78000,1,3,77999,0,0.040276
Selecao,78000,1,3,3041961000,0,1353.228606
Insercao,78000,1,3,77999,155998,0.037230
Shellsort,78000,1,3,933427,1866854,0.656373
Mergesort,78000,1,3,619648,1892576,0.951196
Quicksort,78000,1,3,2396703,4773122,5.111160
Heapsort,78000,1,3,2358746,3772116,4.279619
Contagem,78000,1,3,77999,233999,0.262674
Balde,78000,1,3,155999,389999,2.177220
Radixsort C.,78000,1,3,0,1404000,5.370278
Radixsort B.,78000,1,3,0,1404000,13.474931
Bolha,78000,2,1,3041961000,9125883000,5149.639970
Bolha c/ F.,78000,2,1,3041961000,9125883000,5148.229931
Coquetel,78000,2,1,3041961000,9125883000,5104.620057
Selecao,78000,2,1,3041961000,117000,1395.228456
Insercao,78000,2,1,3041961000,3042116998,1424.092273
Shellsort,78000,2,1,1263319,2249962,1.111929
Mergesort,78000,2,1,653280,2545856,1.155601
Quicksort,78000,2,1,2365464,4783772,4.969885
Heapsort,78000,2,1,2126470,3423702,4.490856
Contagem,78000,2,1,77999,156000,0.382939
Balde,78000,2,1,155999,312000,3.047194
Radixsort C.,78000,2,1,0,1404000,5.366760
Radixsort B.,78000,2,1,0,1404000,12.236144
Bolha,78000,2,2,3041961000,9125883000,5155.365606
Bolha c/ F.,78000,2,2,3041961000,9125883000,5154.257062
Coquetel,78000,2,2,3041961000,9125883000,5105.129483
Selecao,78000,2,2,3041961000,117000,1396.489325
Insercao,78000,2,2,3041961000,3042116998,1424.168674
Shellsort,78000,2,2,1263319,2249962,1.124973
Mergesort,78000,2,2,653280,2545856,1.145582
Quicksort,78000,2,2,2407135,4806809,5.006384
Heapsort,78000,2,2,2126470,3423702,4.387181
Contagem,78000,2,2,77999,156000,0.259968
Balde,78000,2,2,155999,312000,3.075367
Radixsort C.,78000,2,2,0,1404000,5.363485
Radixsort B.,78000,2,2,0,1404000,12.190799
Bolha,78000,2,3,3041961000,9125883000,5151.740337
Bolha c/ F.,78000,2,3,3041961000,9125883000,5147.848605
Coquetel,78000,2,3,3041961000,9125883000,5105.114846
Selecao,78000,2,3,3041961000,117000,1403.044478
Insercao,78000,2,3,3041961000,3042116998,1424.034007
Shellsort,78000,2,3,1263319,2249962,1.125945
Mergesort,78000,2,3,653280,2545856,1.136285
Quicksort,78000,2,3,2361837,4682979,4.925783
Heapsort,78000,2,3,2126470,3423702,4.441563
Contagem,78000,2,3,77999,156000,0.257544
Balde,78000,2,3,155999,312000,3.052374
Radixsort C.,78000,2,3,0,1404000,6.255691
Radixsort B.,78000,2,3,0,1404000,12.022303
Bolha,78000,3,1,3041961000,4560439293,7725.123869
Bolha c/ F.,78000,3,1,3041840705,4560439293,7680.608082
Coquetel,78000,3,1,2285258747,4560439293,5952.895035
Selecao,78000,3,1,3041961000,233967,1381.879722
Insercao,78000,3,1,1520224419,1520302429,711.947676
Shellsort,78000,3,1,1933614,2906177,6.140434
Mergesort,78000,3,1,1170296,2485877,4.876229
Quicksort,78000,3,1,2390222,4907023,7.171090
Heapsort,78000,3,1,2243668,3599499,6.625335
Contagem,78000,3,1,77999,156008,2.233505
Balde,78000,3,1,159073,315082,4.331175
Radixsort C.,78000,3,1,0,1404000,5.691721
Radixsort B.,78000,3,1,0,1404000,18.596451
Bolha,78000,3,2,3041961000,4584390909,7714.322346
Bolha c/ F.,78000,3,2,3041942472,4584390909,7629.886231
Coquetel,78000,3,2,2292438597,4584390909,5922.922667
Selecao,78000,3,2,3041961000,233976,1381.972617
Insercao,78000,3,2,1528208290,1528286301,716.094216
Shellsort,78000,3,2,1932639,2905862,6.146425
Mergesort,78000,3,2,1170730,2486567,4.871009
Quicksort,78000,3,2,2428486,4836674,7.153587
Heapsort,78000,3,2,2243032,3598545,6.631386
Contagem,78000,3,2,77999,156014,2.083804
Balde,78000,3,2,159145,315160,4.336265
Radixsort C.,78000,3,2,0,1404000,5.789705
Radixsort B.,78000,3,2,0,1404000,17.851812
Bolha,78000,3,3,3041961000,4554550983,7732.269400
Bolha c/ F.,78000,3,3,3041946804,4554550983,7674.216998
Coquetel,78000,3,3,2275345254,4554550983,5919.973868
Selecao,78000,3,3,3041961000,233973,1381.808579
Insercao,78000,3,3,1518261650,1518339659,710.963178
Shellsort,78000,3,3,1934011,2906556,6.159119
Mergesort,78000,3,3,1170642,2486854,4.872132
Quicksort,78000,3,3,2434737,4754358,7.113922
Heapsort,78000,3,3,2243820,3599727,6.721245
Contagem,78000,3,3,77999,156008,2.113330
Balde,78000,3,3,159047,315056,4.372784
Radixsort C.,78000,3,3,0,1404000,5.685439
Radixsort B.,78000,3,3,0,1404000,17.900434
Bolha,82000,1,1,3361959000,0,1573.989127
Bolha c/ F.,82000,1,1,81999,0,0.023685
Coquetel,82000,1,1,81999,0,0.044704
Selecao,82000,1,1,3361959000,0,1513.459827
Insercao,82000,1,1,81999,163998,0.039063
Shellsort,82000,1,1,985427,1970854,0.696438
Mergesort,82000,1,1,655760,2000688,1.019765
Quicksort,82000,1,1,2606516,5421123,5.165853
Heapsort,82000,1,1,2493878,3986814,4.524649
Contagem,82000,1,1,81999,245999,0.277912
Balde,82000,1,1,163999,409999,2.266598
Radixsort C.,82000,1,1,0,1476000,5.644843
Radixsort B.,82000,1,1,0,1476000,13.866496
Bolha,82000,1,2,3361959000,0,1573.886213
Bolha c/ F.,82000,1,2,81999,0,0.023695
Coquetel,82000,1,2,81999,0,0.044533
Selecao,82000,1,2,3361959000,0,1495.512818
Insercao,82000,1,2,81999,163998,0.039063
Shellsort,82000,1,2,985427,1970854,0.692761
Mergesort,82000,1,2,655760,2000688,1.005018
Quicksort,82000,1,2,2535887,5068640,5.204636
Heapsort,82000,1,2,2493878,3986814,4.521393
Contagem,82000,1,2,81999,245999,0.270779
Balde,82000,1,2,163999,409999,2.275485
Radixsort C.,82000,1,2,0,1476000,5.651295
Radixsort B.,82000,1,2,0,1476000,13.744638
Bolha,82000,1,3,3361959000,0,1573.913653
Bolha c/ F.,82000,1,3,81999,0,0.023714
Coquetel,82000,1,3,81999,0,0.044684
Selecao,82000,1,3,3361959000,0,1521.112122
Insercao,82000,1,3,81999,163998,0.039103
Shellsort,82000,1,3,985427,1970854,0.696378
Mergesort,82000,1,3,655760,2000688,1.008946
Quicksort,82000,1,3,2611053,5243406,5.356842
Heapsort,82000,1,3,2493878,3986814,4.511815
Contagem,82000,1,3,81999,245999,0.271981
Balde,82000,1,3,163999,409999,2.278610
Radixsort C.,82000,1,3,0,1476000,5.639262
Radixsort B.,82000,1,3,0,1476000,13.804920
Bolha,82000,2,1,3361959000,10085877000,5699.835515
Bolha c/ F.,82000,2,1,3361959000,10085877000,5698.290903
Coquetel,82000,2,1,3361959000,10085877000,5642.559927
Selecao,82000,2,1,3361959000,123000,1541.839227
Insercao,82000,2,1,3361959000,3362122998,1573.610967
Shellsort,82000,2,1,1376851,2431364,1.251490
Mergesort,82000,2,1,689168,2689856,1.209763
Quicksort,82000,2,1,2504079,5062888,5.233200
Heapsort,82000,2,1,2247846,3617766,4.622864
Contagem,82000,2,1,81999,164000,0.364124
Balde,82000,2,1,163999,328000,3.239264
Radixsort C.,82000,2,1,0,1476000,5.647859
Radixsort B.,82000,2,1,0,1476000,13.145542
Bolha,82000,2,2,3361959000,10085877000,5695.224044
Bolha c/ F.,82000,2,2,3361959000,10085877000,5694.646938
Coquetel,82000,2,2,3361959000,10085877000,5642.058529
Selecao,82000,2,2,3361959000,123000,1542.251719
Insercao,82000,2,2,3361959000,3362122998,1573.927741
Shellsort,82000,2,2,1376851,2431364,1.306304
Mergesort,82000,2,2,689168,2689856,1.229520
Quicksort,82000,2,2,2534376,4929869,5.248048
Heapsort,82000,2,2,2247846,3617766,4.646778
Contagem,82000,2,2,81999,164000,0.285517
